Unnamed: 0,ID,Salary,Designation,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,Degree,Specialization,collegeGPA,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
train,238326,645000,technology lead,m,1989,86.6,n/a,2007,77.6,n/a,B.Tech/B.E.,computer engineering,65.57,2011,605,545,565,0.86262547474376,-0.880999999999999,0.5008,0.2366,-0.5253,-0.2875
train,456753,95000,software trainee engineer,m,1991,82.0,state,2008,87.0,state,B.Tech/B.E.,information technology,70.0,2012,675,625,595,0.704090412131314,1.5533,1.7488,1.8331,-1.671,0.1864
train,311404,180000,software engineer,f,1989,79.28,state,2007,69.33,state,B.Tech/B.E.,computer engineering,67.13,2011,475,545,455,0.488347976782714,1.0768,0.7816,0.73,0.8457,1.6082
train,1084321,525000,software developer,m,1991,74.0,icse,2008,64.0,icse,B.Tech/B.E.,computer science & engineering,72.0,2013,560,540,535,0.23780283983757,0.99,0.2124,0.9322,0.1459,1.0554
train,222870,500000,senior systems engineer,m,1988,80.6,n/a,2007,77.6,n/a,B.Tech/B.E.,electronics and communication engineering,68.0,2011,515,445,465,0.538386892985096,-0.1082,0.3448,1.1074,1.0024,0.3444
train,1077212,170000,test engineer,m,1991,61.6,cbse,2007,61.2,cbse,B.Tech/B.E.,computer science & engineering,67.08,2012,405,460,450,0.842248322257836,1.2772,-0.2871,2.008,0.1459,0.8637
train,1002565,225000,site manager,m,1993,90.3,state,2010,94.2,state,B.Tech/B.E.,mechanical engineering,79.9,2014,510,460,440,0.725984147969479,-0.3027,-1.1196,0.3174,0.653,-0.2859
train,1190002,300000,software engineer,f,1992,85.2,cbse,2010,80.2,cbse,B.Tech/B.E.,electronics & telecommunications,85.0,2014,535,480,500,0.605533552346783,0.2718,1.0449,1.2396,-1.7556,-0.0943
train,1157366,215000,junior engineer,m,1993,70.0,state,2009,76.0,state,B.Tech/B.E.,computer science & engineering,60.0,2014,385,445,320,0.23780283983757,1.4208,1.7109,1.547,-1.1218,0.8637
train,691206,310000,software engineer,f,1992,83.0,state,2009,87.5,state,B.Tech/B.E.,information technology,81.0,2013,475,515,464,0.622642915849938,-0.3027,-0.2871,0.9322,-2.3895,-0.0943
train,961464,200000,software test engineer,f,1992,77.4,cbse,2010,74.8,cbse,B.Tech/B.E.,information technology,74.3,2014,345,560,485,0.486747008438193,0.7027,1.2114,0.3174,0.3995,0.6721
train,1250499,185000,business analyst consultant,m,1993,76.5,state,2010,74.5,state,B.Tech/B.E.,electronics and electrical engineering,60.0,2014,455,520,405,0.684565067658204,0.4155,0.2124,0.4711,-0.4879,0.2889
train,1122901,245000,android developer,m,1989,66.67,state,2006,76.0,state,B.Tech/B.E.,electronics and communication engineering,73.46,2012,735,580,570,-1.0,0.1282,-0.4536,-1.2196,-1.2486,-2.0105
train,214343,350000,software engineer,f,1991,80.0,cbse,2008,82.4,cbse,B.Tech/B.E.,information technology,74.27,2012,445,485,655,0.450876584483451,-1.9629,-0.7473,0.5269,0.7673,0.3444
train,1202774,105000,java software engineer,m,1988,55.0,state,2007,46.0,state,MCA,computer application,64.56,2013,560,340,235,0.563267823666597,0.1282,-0.7866,-0.6048,0.7798,0.0973
train,275243,300000,dcs engineer,m,1990,67.2,n/a,2008,74.88,n/a,B.Tech/B.E.,instrumentation and control engineering,66.67,2011,385,415,385,0.376059586651545,-0.880999999999999,-1.0593,-0.6343,1.0024,0.6603
train,350149,420000,systems engineer,m,1990,79.8,cbse,2008,78.2,cbse,B.Tech/B.E.,electronics and communication engineering,69.8,2012,425,625,485,0.229481754911755,-0.880999999999999,-0.0842,-0.598,-0.5253,-0.9194
train,285799,325000,software engineer,m,1989,78.8,state,2009,68.33,state,B.Tech/B.E.,computer engineering,62.0,2011,535,455,335,0.930370607202691,-0.7264,-0.2793,0.9623,-0.7603,-1.0774
train,555652,305000,project engineer,m,1990,88.8,cbse,2009,84.67,state,B.Tech/B.E.,electronics and electrical engineering,70.0,2013,675,605,620,0.985461394326131,-0.0154,1.0449,0.4711,1.0333,1.0554
train,1261348,250000,java developer,m,1991,77.0,icse,2010,65.0,cbse,B.Tech/B.E.,information technology,57.25,2014,720,555,645,0.765673581234011,-1.5953,-0.7866,-1.2196,-0.2344,-0.6692
train,895770,300000,electrical design engineer,f,1992,84.2,cbse,2010,87.2,cbse,B.Tech/B.E.,electronics and communication engineering,71.0,2014,675,495,560,0.207392169717661,-0.8772,0.5454,1.0859,-1.7556,0.4805
train,879126,350000,software engineer,f,1989,85.06,state,2007,76.5,state,M.Tech./M.E.,mechatronics,83.5,2014,605,640,695,0.991397583740291,-1.5953,-1.1196,-1.0659,-1.2486,-0.2859
train,493696,350000,software engineer,m,1990,89.0,state,2008,91.0,state,B.Tech/B.E.,computer science & engineering,87.4,2012,520,585,485,0.901489571371033,-0.6491,0.1888,0.672,-0.4371,-1.0774
train,1120553,300000,software engineer,f,1992,73.0,cbse,2009,60.0,cbse,B.Tech/B.E.,electronics and communication engineering,73.0,2013,440,400,270,0.991397583740291,-0.0154,0.3789,0.3174,0.5262,-0.8608
train,693715,340000,programmer analyst,m,1991,88.5,cbse,2009,81.6,cbse,B.Tech/B.E.,computer science & engineering,71.6,2013,465,560,810,0.842248322257836,0.99,0.2124,-0.4511,-1.6289,-1.0524
train,1098816,145000,hr recruiter,m,1988,80.88,state,2005,66.3,state,M.Tech./M.E.,other,90.0,2013,535,530,450,-1.0,0.99,1.2114,0.01,-1.3753,0.8637
train,1077037,200000,software engineer,m,1991,87.2,cbse,2009,70.6,state,B.Tech/B.E.,electrical engineering,75.1,2013,615,590,760,0.684565067658204,-0.159,0.2124,1.547,1.1601,-0.2859
train,600660,285000,programmer,m,1990,82.0,cbse,2008,76.0,cbse,B.Tech/B.E.,computer engineering,67.0,2012,710,655,500,0.843123726665742,1.4208,0.3789,-0.2974,-0.6147,0.4805
train,1000456,320000,java developer,m,1986,65.8,cbse,2003,67.6,cbse,MCA,computer application,66.35,2013,475,485,535,0.622642915849938,-0.7335,-0.4536,0.4711,0.2727,0.4805
train,322522,160000,ux designer,f,1991,88.88,state,2008,71.0,state,B.Tech/B.E.,electronics and communication engineering,87.0,2012,365,475,485,0.824666400671332,1.4374,1.4368,-0.598,-1.7004,0.1864
train,1029538,340000,application developer,m,1990,73.5,state,2009,71.8,state,B.Tech/B.E.,information technology,83.9,2013,535,605,665,0.998876108102859,1.4208,1.0449,0.6248,0.2727,1.247
train,1203344,325000,test engineer,m,1991,71.4,icse,2010,60.4,state,B.Tech/B.E.,electronics and communication engineering,71.0,2014,665,530,520,0.338786347219528,-1.308,-0.7866,0.6248,-0.3612,-0.2859
train,1171251,210000,research analyst,m,1992,76.0,state,2008,64.0,state,B.Tech/B.E.,computer science & engineering,68.0,2013,490,470,390,0.600057182338341,0.8463,0.3789,0.4711,0.0192,1.4386
train,955483,315000,software engineer,m,1992,77.8,cbse,2010,77.0,cbse,B.Tech/B.E.,electronics and instrumentation engineering,66.03,2014,570,375,495,0.493596387301038,-0.159,0.5454,-1.2196,0.1459,-2.0105
train,1171203,325000,system engineer,m,1992,96.0,icse,2010,87.0,cbse,B.Tech/B.E.,information technology,74.86,2014,630,565,655,0.974396112538398,-0.4463,1.2114,0.6248,0.2727,0.6721
train,1096948,70000,test engineer,m,1993,89.0,state,2010,80.0,state,B.Tech/B.E.,electronics and electrical engineering,70.0,2014,290,425,270,0.193768441980019,-0.5899,-0.6201,-1.0659,0.1459,0.8637
train,99935,300000,clerical,m,1987,74.4,state,2006,70.6,state,B.Tech/B.E.,electronics and communication engineering,62.93,2010,605,475,555,0.694479327708463,0.0464,-0.2793,-0.7794,0.0623,0.0284
train,1262957,190000,technical support engineer,m,1991,75.0,cbse,2009,79.0,state,B.Tech/B.E.,electronics & instrumentation eng,78.5,2013,630,520,180,0.649389714846691,-2.0262,-0.4536,-0.9122,0.653,-0.6692
train,812597,910000,technical support engineer,m,1990,61.2,cbse,2009,50.0,state,B.Tech/B.E.,electronics and communication engineering,69.48,2013,535,555,530,0.783303536670298,1.4208,0.8784,1.2396,-0.4879,-0.6692
train,116707,300000,hr generalist,f,1987,65.0,cbse,2005,60.0,cbse,B.Tech/B.E.,computer engineering,65.0,2010,425,495,395,0.450876584483451,0.9737,0.0328,0.8171,-1.2303,0.3444
train,505831,100000,software developer,f,1990,75.4,state,2008,68.7,state,B.Tech/B.E.,information technology,66.0,2012,570,485,470,0.765673581234011,-0.1855,0.9688,-0.1988,1.2374,0.1864
train,132996,570000,engineer,m,1989,84.2,n/a,2006,87.4,n/a,B.Tech/B.E.,electronics and electrical engineering,77.0,2010,305,435,295,0.229481754911755,0.8192,0.5008,0.8171,-0.6428,-0.1295
train,249853,180000,electrical project engineer,m,1989,66.5,cbse,2007,65.5,cbse,M.Tech./M.E.,electrical and power engineering,6.8,2015,465,475,565,-1.0,0.51,-0.2793,-1.0697,0.1798,-1.0774
train,1029318,310000,software engineer,f,1990,81.4,cbse,2008,79.6,cbse,B.Tech/B.E.,electronics and communication engineering,72.4,2013,595,565,570,0.868736585485218,0.2718,0.2124,-0.9122,-1.5021,0.0973
train,1112003,120000,system engineer,m,1989,68.66,state,2007,61.8,state,B.Tech/B.E.,computer science & engineering,65.72,2013,430,350,450,0.486747008438193,0.1282,1.0449,0.6248,1.794,1.247
train,391116,350000,project engineer,m,1991,65.56,state,2008,55.54,state,B.Tech/B.E.,computer engineering,72.39,2012,405,525,525,0.843123726665742,-0.1082,-0.0842,-0.2714,-0.1727,-0.6035
train,801764,335000,software engineer,m,1992,86.7,state,2009,90.2,state,B.Tech/B.E.,electronics and communication engineering,84.3,2013,660,640,560,0.338786347219528,-0.5899,-0.4536,-0.1437,1.5404,0.0973
train,287020,445000,software developer,m,1985,63.2,state,2004,68.89,state,MCA,computer application,76.2,2011,495,505,505,0.916869961103619,0.0464,-0.1232,-0.1988,-1.1128,-0.2875
train,337754,385000,test engineer,m,1989,93.6,n/a,2006,74.0,n/a,MCA,computer application,68.0,2012,605,465,395,0.704090412131314,0.9737,1.1248,1.8331,-0.52527,0.7788
train,604570,180000,database administrator,m,1992,62.2,state,2009,68.2,state,B.Tech/B.E.,electronics and communication engineering,60.12,2013,545,450,340,0.694479327708463,0.2718,0.5454,0.9322,0.653,-0.0943
train,1204743,300000,.net developer,m,1993,68.2,state,2010,67.4,state,B.Tech/B.E.,computer science & engineering,66.0,2015,440,400,355,0.356536487724475,0.7027,0.0459,0.7785,1.6672,-0.0943
train,407934,440000,senior design engineer,m,1990,84.4,n/a,2007,84.4,n/a,B.Tech/B.E.,mechanical engineering,88.6,2012,515,425,535,0.958682016566051,1.59199999999999,0.3448,-0.9245,-1.5828,-0.643
train,1224920,425000,automation engineer,m,1991,76.0,icse,2009,79.0,icse,B.Tech/B.E.,computer science & engineering,68.66,2014,545,605,680,0.953899775079926,-0.3027,1.3779,1.547,0.7798,1.0554
train,961030,180000,telecom engineer,m,1991,77.85,state,2010,64.8,cbse,B.Tech/B.E.,electronics and communication engineering,66.6,2014,450,440,595,0.649389714846691,0.8463,0.2124,-0.7585,1.9207,0.6721
train,1266709,195000,software developer,m,1992,73.0,state,2009,66.0,state,B.Tech/B.E.,computer science & engineering,70.0,2014,315,530,380,0.356536487724475,1.9953,0.8784,0.4711,-1.6289,0.4805
train,230778,325000,programmer analyst,f,1990,78.0,state,2007,82.0,state,B.Tech/B.E.,computer engineering,71.0,2011,524,525,445,0.704090412131314,-0.2628,0.8128,0.8171,-1.1128,-0.1295
train,1077576,450000,hardware engineer,m,1991,83.3,state,2009,82.3,state,B.Tech/B.E.,electronics and communication engineering,70.1,2013,630,510,535,0.493596387301038,-0.0154,-0.6201,0.3174,-1.5021,-1.8189
train,670672,280000,java developer,m,1990,66.6,cbse,2008,58.2,cbse,B.Tech/B.E.,computer science & engineering,66.7,2013,465,525,470,0.864685413370085,-0.3027,0.0459,0.9322,0.9066,1.247
train,342610,475000,senior systems engineer,m,1990,72.0,n/a,2008,68.0,n/a,B.Tech/B.E.,information technology,68.0,2012,485,385,365,0.635978756456794,1.4374,1.1248,-0.4891,0.17983,0.3444
train,927081,250000,software developer,m,1991,83.0,cbse,2009,76.0,cbse,B.Tech/B.E.,computer engineering,65.0,2014,545,385,470,0.23780283983757,-0.8772,0.7119,1.0859,-0.995,1.0554
train,628369,240000,software developer,m,1990,69.0,state,2006,66.0,state,MCA,computer application,70.0,2013,430,520,590,0.0800552813405495,0.2718,1.0449,1.2396,-0.6147,0.4805
train,265225,200000,software developer,f,1990,56.78,state,2007,48.34,state,B.Tech/B.E.,information technology,66.34,2011,335,454,525,0.190153405601018,-0.5719,0.0328,-0.1988,-1.1128,0.6603
train,326418,180000,technical recruiter,m,1991,78.4,state,2008,81.5,state,B.Tech/B.E.,electronics and communication engineering,71.8,2012,375,425,475,0.538386892985096,-0.2628,0.6178,0.3817,1.58992999999999,-0.2875
train,1089064,120000,software developer,m,1991,73.0,state,2009,54.2,state,B.Tech/B.E.,computer science & engineering,66.55,2013,430,420,545,0.486747008438193,0.4155,1.3779,0.6248,0.3995,0.6721
train,1297757,100000,seo,m,1988,83.04,state,2006,72.6,state,M.Tech./M.E.,electronics and communication engineering,64.95,2013,535,375,375,0.279258511565122,1.4208,0.8784,-0.2974,0.7798,0.6721
train,465319,360000,software engineer,m,1991,91.0,state,2008,92.7,state,B.Tech/B.E.,electronics and communication engineering,72.0,2012,425,555,565,0.694479327708463,1.1283,1.5928,0.2366,0.2973,-0.0506
train,435062,255000,assistant engineer,m,1990,71.1,state,2009,71.01,state,B.Tech/B.E.,mechanical engineering,69.0,2012,475,455,575,0.714529363243447,0.2009,0.2668,0.163999999999999,0.4148,0.0284
train,852303,300000,java software engineer,m,1992,90.6,state,2009,94.3,state,B.Tech/B.E.,electronics and communication engineering,84.0,2013,520,460,620,0.493596387301038,0.99,0.5454,0.7785,-1.6289,0.6721
train,359928,200000,electronic field service engineer,m,1990,76.53,n/a,2009,85.0,n/a,B.Tech/B.E.,electronics & telecommunications,58.0,2012,335,385,325,0.229481754911755,0.9737,-0.2012,0.0552,0.5323,-0.7615
train,871997,335000,programmer analyst,m,1992,86.4,cbse,2010,82.8,cbse,B.Tech/B.E.,electrical engineering,70.0,2014,590,500,530,0.649389714846691,0.8463,0.7119,0.9322,-0.3612,1.247
train,954272,350000,entry level management trainee,f,1990,87.0,state,2008,91.0,state,B.Tech/B.E.,electronics and communication engineering,74.0,2012,625,605,555,0.649389714846691,0.5591,1.0449,1.0859,-1.6289,0.6721
train,295347,400000,systems analyst,m,1989,78.8,cbse,2007,53.8,state,B.Tech/B.E.,computer engineering,67.72,2012,505,435,515,0.245455659999829,0.3555,0.5008,0.672,-0.2902,-0.9194
train,800561,300000,web developer,m,1991,59.0,cbse,2008,60.0,cbse,B.Tech/B.E.,computer science & engineering,67.0,2013,485,645,515,0.765673581234011,-1.1644,-0.6201,-1.527,-0.8682,-2.5853
train,1068402,350000,associate engineer,m,1993,74.83,state,2010,87.4,state,B.Tech/B.E.,computer science & engineering,69.31,2014,395,530,545,0.622642915849938,0.2718,-0.7866,1.7007,-0.6147,0.8637
train,616935,130000,marketing analyst,m,1992,80.0,state,2009,79.0,state,B.Tech/B.E.,computer science & engineering,75.0,2013,415,365,310,0.0800552813405495,-1.1644,0.8784,1.3933,0.653,-0.6692
train,479784,315000,software quality assurance tester,f,1991,91.0,n/a,2008,86.0,n/a,B.Tech/B.E.,information technology,87.5,2012,445,535,455,0.525922584252055,-1.3447,0.5008,0.672,0.6204,0.5024
train,1063224,105000,field service engineer,m,1992,84.0,state,2010,89.5,state,B.Tech/B.E.,mechanical engineering,75.86,2014,570,445,405,0.725984147969479,1.2772,1.3779,0.3174,-2.136,0.2889
train,451825,435000,software engineer,m,1989,59.3,state,2006,60.4,state,B.Tech/B.E.,computer engineering,67.1,2011,495,635,405,0.600057182338341,1.4374,0.5008,1.3977,0.2973,-0.2875
train,232381,120000,lecturer,f,1989,73.2,cbse,2007,59.0,cbse,B.Tech/B.E.,computer engineering,65.4,2011,535,525,555,0.819416529835888,0.51,-1.3713,-1.0697,-1.1128,-0.1295
train,309214,420000,sap consultant,m,1992,78.6,cbse,2009,70.2,cbse,B.Tech/B.E.,computer science & engineering,73.04,2013,435,555,565,0.488347976782714,-0.4173,-0.7473,0.8171,-0.5253,-0.7615
train,857260,180000,technical support engineer,m,1991,82.4,cbse,2009,72.4,cbse,B.Tech/B.E.,electronics and communication engineering,70.94,2013,555,460,665,0.0531603052826837,-1.308,-0.7866,-0.9122,0.5262,-0.2859
train,222887,360000,software engineer,m,1989,86.33,state,2007,86.8,cbse,B.Tech/B.E.,computer engineering,68.52,2011,475,485,554,0.942116551485008,-0.4173,-1.9953,0.672,1.2374,-0.9194
train,54579,195000,technical recruiter,m,1986,64.83,state,2003,56.6,state,B.Tech/B.E.,electronics engineering,63.24,2009,454,455,615,0.538386892985096,0.2009,0.5008,0.8171,0.4148,0.3444
train,1269203,120000,it executive,m,1990,72.1,state,2007,77.2,state,B.Tech/B.E.,information technology,68.9,2013,405,565,475,0.486747008438193,1.3686,0.6009,0.7785,-1.2486,1.0031
train,356739,350000,software engineer,m,1990,88.0,cbse,2008,77.2,cbse,B.Tech/B.E.,electronics & telecommunications,65.02,2012,585,635,635,0.0587928000083534,0.3941,0.9688,1.1074,0.1798,0.0284
train,1094255,320000,associate software engineer,m,1991,83.3,icse,2009,81.0,icse,B.Tech/B.E.,electronics & instrumentation eng,71.72,2014,755,555,605,0.446198249677897,-0.159,0.3789,0.01,-0.7415,-0.8608
train,669240,280000,salesforce developer,m,1992,61.1,state,2007,60.0,state,B.Tech/B.E.,information technology,65.62,2013,360,470,195,0.450876584483451,0.4155,-0.1206,0.3174,-0.2344,-0.6692
train,336003,255000,production engineer,m,1991,82.0,state,2008,91.9,state,B.Tech/B.E.,mechanical engineering,63.0,2012,495,505,625,0.925140311588387,0.3555,0.3002,-0.824,-0.99527,-0.1295
train,1111415,310000,programmer analyst,f,1992,85.0,cbse,2010,83.0,cbse,B.Tech/B.E.,computer science & engineering,79.98,2014,580,520,500,0.622642915849938,0.4155,1.0449,1.2396,-0.6147,0.2889
train,653103,200000,software test engineer,m,1991,74.0,state,2008,65.4,state,B.Tech/B.E.,computer science & engineering,68.0,2013,500,580,665,0.765673581234011,0.2718,0.5454,-0.4511,-0.7415,-0.2859
train,609147,415000,sales executive,m,1991,86.83,cbse,2009,75.2,cbse,B.Tech/B.E.,electrical engineering,67.7,2013,685,510,705,0.124502074009537,-0.8772,0.8784,-0.2974,0.653,-0.0943
train,1093783,100000,software tester,m,1994,76.5,state,2010,66.77,state,B.Tech/B.E.,electronics and communication engineering,69.1,2014,360,495,430,0.493596387301038,-0.8772,-1.6191,-1.8344,0.3995,-1.244
train,576137,200000,sql dba,m,1991,72.0,cbse,2008,62.0,cbse,B.Tech/B.E.,computer science & engineering,68.8,2013,360,355,250,0.563267823666597,1.4208,0.3789,0.1637,0.3995,-0.6692
train,693533,315000,hardware engineer,m,1989,78.8,cbse,2008,71.6,state,B.Tech/B.E.,electronics and communication engineering,73.0,2013,790,570,750,0.99526570569548,0.2718,1.2114,0.1637,-0.995,0.4805
train,668714,220000,asp.net developer,m,1990,70.8,cbse,2008,73.0,cbse,B.Tech/B.E.,computer science & engineering,78.9,2012,370,645,695,0.952245572924303,-1.0208,-1.1196,-0.7585,1.5404,-2.0105
train,822635,200000,application engineer,m,1991,94.0,state,2010,86.0,state,B.Tech/B.E.,mechanical engineering,82.0,2014,615,495,500,0.59828069148683,0.99,0.0459,-0.6048,-0.995,-0.2859
train,1068625,180000,software developer,m,1993,80.3,state,2010,90.6,state,B.Tech/B.E.,electronics and communication engineering,72.6,2014,455,485,520,-1.0,0.5591,0.8784,-0.6048,0.5262,0.0973
train,247003,345000,software engineer,f,1989,84.5,icse,2007,82.66,icse,B.Tech/B.E.,electronics and electrical engineering,78.7,2011,545,445,525,0.229481754911755,1.1283,1.4368,-0.344,-0.2902,0.5024
train,121686,415000,senior software engineer,m,1989,93.4,state,2006,89.08,state,B.Tech/B.E.,computer engineering,80.27,2010,465,385,625,0.600057182338341,0.9737,0.6568,0.8171,-0.9953,0.1864
train,1008832,325000,sales engineer,m,1992,73.5,state,2009,71.0,state,B.Tech/B.E.,mechanical engineering,71.0,2013,570,545,500,0.829584599793067,0.99,0.8784,0.6248,-1.5021,0.6721
train,1274688,175000,junior engineer product support,m,1992,64.6,state,2009,62.2,state,MCA,computer application,78.0,2014,520,420,415,0.276047228046856,0.7027,1.3779,0.1637,0.9066,-0.2859
train,608938,600000,manager,m,1991,86.4,cbse,2009,93.6,cbse,B.Tech/B.E.,mechanical engineering,72.3,2013,800,570,500,0.986525019020638,-2.0262,-1.1196,-0.7585,-0.2344,-0.4776
train,604198,350000,programmer analyst,m,1990,83.2,cbse,2008,72.3,cbse,B.Tech/B.E.,computer science & engineering,68.0,2013,545,620,515,0.960903087163164,0.4155,1.0449,1.3933,-0.4879,-0.0943
train,33169,730000,senior business analyst,f,1988,87.6,cbse,2006,72.2,cbse,B.Tech/B.E.,electronics and communication engineering,77.0,2010,465,605,465,0.229481754911755,-1.0355,-1.0593,-1.0697,0.4148,-0.4455
train,276354,380000,c# developer,f,1990,81.0,cbse,2007,77.0,cbse,B.Tech/B.E.,information technology,82.9,2011,445,505,525,0.563267823666597,0.3555,-0.5913,-0.6343,-0.9953,0.0284
train,204592,450000,system engineer,f,1988,71.0,n/a,2005,74.0,n/a,M.Tech./M.E.,computer engineering,88.0,2011,505,385,475,0.843123726665742,0.3555,-0.7473,-1.0697,-2.0529,-1.3934
train,806655,180000,mobile application developer,f,1991,58.0,state,2008,67.0,state,MCA,computer application,73.0,2014,535,425,485,0.842248322257836,0.7027,0.2124,0.1637,-0.995,0.0973
train,510169,240000,software engineer,m,1988,85.0,icse,2007,80.0,icse,B.Tech/B.E.,computer engineering,68.04,2012,650,485,720,0.111660963308207,0.8192,-0.4353,-1.2148,0.6498,-0.2875
train,504451,85000,system engineer,m,1988,66.0,n/a,2006,63.0,n/a,B.Tech/B.E.,information technology,53.01,2012,450,595,500,0.413838255788123,-0.4173,-0.2793,-0.1988,0.8848,0.3049
train,692875,380000,system engineer,m,1991,88.8,icse,2009,93.0,icse,B.Tech/B.E.,information technology,88.0,2013,650,610,385,0.901489571371033,0.1282,0.3789,0.01,0.0192,-0.4776
train,258509,555000,project engineer,m,1987,84.1,n/a,2006,94.3,n/a,B.Tech/B.E.,electronics and communication engineering,71.14,2010,465,525,615,-1.0,0.51,0.3448,-0.4891,-1.5828,0.5024
train,1098954,105000,web developer,m,1989,84.93,state,2008,81.5,state,B.Tech/B.E.,information technology,65.18,2012,640,520,465,-1.0,-0.7335,1.2114,0.3174,-0.6147,0.6721
train,669535,105000,business analyst,m,1990,79.2,state,2007,69.7,state,MCA,computer application,69.06,2013,265,375,325,-1.0,-0.8772,-3.6171,0.01,0.653,-2.0105
train,849071,325000,systems engineer,m,1989,86.0,cbse,2007,72.8,cbse,B.Tech/B.E.,electronics and electrical engineering,65.89,2013,650,640,795,0.207392169717661,-0.4463,0.0459,0.3174,-0.3612,-1.0524
train,549816,330000,junior software engineer,f,1991,85.0,state,2009,84.17,state,B.Tech/B.E.,electronics and communication engineering,69.98,2012,495,615,494,0.910770164246022,0.5591,-0.2871,0.4711,-1.7556,-0.6692
train,612621,240000,software test engineer,m,1992,73.0,cbse,2009,79.0,state,B.Tech/B.E.,electronics and communication engineering,75.0,2013,440,315,430,0.538386892985096,-0.4463,-1.9521,-0.4511,-0.4879,-1.4356
train,283428,520000,java software engineer,m,1990,78.0,cbse,2007,63.0,cbse,B.Tech/B.E.,information technology,68.1,2011,454,535,464,0.765673581234011,-1.0355,0.8128,-1.2148,1.0024,1.6082
train,1098761,100000,web developer,f,1990,87.0,cbse,2008,77.0,cbse,B.Tech/B.E.,computer science & engineering,69.0,2013,675,510,545,0.0800552813405495,0.8463,1.7109,0.4711,-1.5021,0.8637
train,1189528,200000,qa analyst,m,1992,92.83,state,2010,91.9,state,B.Tech/B.E.,information technology,78.15,2014,545,505,500,0.793580614548506,1.8517,1.0449,1.8543,-2.136,1.0554
train,330914,335000,oracle dba,f,1991,89.6,state,2008,92.1,state,B.Tech/B.E.,computer engineering,73.78,2012,505,385,525,0.635978756456794,-0.1082,-0.4353,-0.344,-0.76027,-0.0506
train,342044,420000,systems engineer,m,1989,75.0,cbse,2007,84.0,cbse,B.Tech/B.E.,computer engineering,83.86,2012,625,575,725,0.995464718630865,-0.4173,0.0328,-2.1219,-1.34787,0.1864
train,351307,550000,software developer,m,1990,80.5,icse,2008,68.4,cbse,B.Tech/B.E.,computer engineering,67.95,2012,565,544,505,0.793580614548506,-0.1082,0.9688,-0.0537,0.7673,-0.2875
train,223303,405000,engineer,m,1989,84.2,cbse,2006,77.4,cbse,B.Tech/B.E.,electronics and communication engineering,78.9,2011,505,555,495,0.694479327708463,-1.8083,0.1888,-0.6343,1.2374,-0.2875
train,815061,340000,system engineer,m,1990,75.0,cbse,2008,85.0,cbse,B.Tech/B.E.,electronics and communication engineering,74.53,2012,500,535,765,0.943272157866555,0.1282,1.2114,1.8543,-0.4879,0.6721
train,214231,465000,system engineer,f,1990,94.2,cbse,2008,90.4,cbse,B.Tech/B.E.,computer engineering,73.0,2012,665,645,595,0.884122511593735,-1.6538,0.8128,0.672,1.2374,0.7788
train,576127,195000,business analyst,m,1990,76.2,cbse,2008,60.2,cbse,B.Tech/B.E.,information technology,69.62,2013,590,535,695,0.525922584252055,0.1282,0.7119,0.1637,0.0192,-0.4776
train,1069119,120000,production engineer,m,1990,77.0,cbse,2007,62.2,cbse,B.Tech/B.E.,electronics and electrical engineering,75.0,2012,500,530,535,-1.0,-0.0154,-0.1206,-1.6807,0.0192,-1.4356
train,337594,400000,programmer analyst,m,1991,83.82,state,2008,92.67,state,B.Tech/B.E.,information technology,94.5,2012,535,595,425,0.942116551485008,0.51,0.9688,0.8171,-1.23027,-0.1295
train,917487,200000,data analyst,f,1991,66.8,cbse,2008,64.33,cbse,MCA,computer application,75.65,2014,450,580,385,0.744758354008939,-0.3027,1.3779,1.0859,-0.3612,1.0554
train,661957,250000,research associate,f,1990,90.0,icse,2009,84.0,icse,B.Tech/B.E.,computer science & engineering,86.0,2013,660,440,620,0.942116551485008,0.7027,-0.6201,1.0859,-1.2486,0.2889
train,138253,680000,software quality assurance tester,m,1987,78.2,cbse,2005,72.6,cbse,B.Tech/B.E.,computer engineering,77.0,2010,575,455,545,0.635978756456794,-0.880999999999999,0.5008,0.0914,0.1798,-0.1295
train,295111,265000,field engineer,m,1990,69.0,n/a,2008,71.0,n/a,B.Tech/B.E.,electronics & telecommunications,55.45,2011,365,495,375,0.0587928000083534,-0.4173,-0.7473,0.5269,0.7673,-0.2875
train,868924,240000,implementation engineer,m,1993,83.0,state,2010,76.0,state,B.Tech/B.E.,electronics and communication engineering,67.0,2014,360,415,445,0.649389714846691,-1.1644,-2.6181,-0.9122,-0.8682,-4.3099
train,423068,195000,business development manager,m,1989,65.0,state,2005,75.0,state,B.Tech/B.E.,electronics and communication engineering,62.0,2012,475,415,575,0.229481754911755,0.6646,1.4368,-1.7954,-1.4653,-0.0506
train,78587,255000,technical support engineer,m,1986,52.0,state,2004,59.0,state,B.Tech/B.E.,electronics and electrical engineering,57.0,2011,485,365,214,0.124502074009537,-0.1082,-0.1232,0.9623,1.7074,-0.1295
train,1251710,140000,technical support engineer,m,1990,76.0,state,2008,63.0,cbse,B.Tech/B.E.,computer science & engineering,83.0,2013,420,450,450,0.23780283983757,-0.4463,-0.2871,0.3174,0.653,0.6721
